title,description,location,features,data,price
Apartments for sale,Apartments for sale in Porur baikadai CMDA approval flats land mark government school back side,Porur Chennai Tamil Nadu India,2 Bds - 2 Ba - 700 ft2,2020-06-15T10:01:24+0000,"₹ 35,00,000"
വീടും 4 സെന്റ് സ്ഥലവും വിൽപ്പനക്ക്,Move to a new home,Kallepully Palakkad Kerala India,2 Bds - 1 Ba - 650 ft2,2020-07-13T08:35:35+0000,"₹ 19,00,000"
DTCP APPROVED LAND WITH HOUSE FOR SALE,"DTCP APPROVED LAND WITH HOUSE FOR SALE IN SARAVANAMPATTI NEAR KONDAYAMPALAYAM   Attractive 2BHK Hall With   *Ground Floor* Rental Income From 1BHK Hall, Kitchen *First Floor*  Close To All Major IT Parks#Hospital#Shopping Mall#Schools#Colleges  Property Details  Land *1300 Sqft(3 Cents)* Building *1400Sqft* (G+1) Budget *39.84 Lakhs*  Location         Near Sri Guru Ins Of Technology         Kondayampalyam Road          #Saravanampatty#  From Gandhipuram To 14Km  Dont Miss Out This Golden Oppurtunity  FOR MORE INFORMATION SIDDIQ",Saravanampatti Coimbatore Tamil Nadu India,2 Bds - 3 Ba - 1400 ft2,2020-07-13T08:35:35+0000,"₹ 40,00,000"
"Ready to Occupy 3 BHK for Sale SFS Tranquil in Kodimatha, Kottayam",1. India’s first Pre- Certified Gold rated Green Building  2. CRISIL DA2+ rated builder’s signature project.  3. Occupancy Certificate received  4. Zero GST  5. Best in class amenities including first and finest features.  6. First time in Kerala- Aqua Gym featured inside Infinity pool.  7. Design driven structure with 61 units and 21 unique plans  8. 6 track highway frontage (45m)  9. Top architect of India- Mr. Tony Joseph (Stapati)  10. Lower Common Area Maintenance reason being energy and water efficiency and on-site power production by solar power plant (30KVA).,MG Road Kochi Kerala India,3 Bds - 3 Ba - 2054 ft2,2020-07-13T08:41:07+0000,"₹ 1,20,00,000"
4BHK Semi furnished in JAMNAGAR for Sale,"4BHK Good house for Sale. Made for own residence, equiped with many facilities.  1.980 sqft plot. 2. 4 bhk construction. 3. All safety doors.  4. All windows mosquito net.  5. Invertor . 6.Two moters. 7. Separate overhead and tanks/motor for sweet and bore water.  8. Kitchen wood work completed. 9. Three rooms Almira's wooden complete. 10. One store room on first floor.  11. Solar Water geyser. 12. All rooms POP and  LED fitted.  13.Window A/C in bedroom. 15. Dressing table. 16. One single bed 17.4 chairs  18. Court yard covered with grill 19. 29"" TV. 20. TV cabinet. 21. All rooms tube lights. 22. All rooms Ceiling fans. 23. All rooms and window curtain rods  fitted.",Air Force Base Jamnagar Gujarat India,4 Bds - 4 Ba - 1700 ft2,2020-06-21T08:17:19+0000,"₹ 35,00,000"
Residential house,New Residential house property in kalanwali mandi water works road street Jagga mal wali,Gurdwara Basti Kalanwali Haryana India,2 Bds - 2 Ba - 1350 ft2,2020-07-13T08:26:41+0000,"₹ 33,00,000"
Uttam Nagar,Ft fig fff,Pitampura Delhi Delhi India,4+ Bds - 3 Ba - 1090 ft2,2020-07-13T08:39:49+0000,"₹ 10,00,000"
4BHK-3BHK-2BHK-FLAT-PLOT-KOTHI-SHOP-OFFICE-SHOWROOM-2-3-4-5  BHK,"•	NOW JUST PAY 10% AND BE A OWNER OF OUR LUXURIOUS DREAM HOME •	RERA APPROVED PROJECT ""NOW GET EXTRA 2.67 LACS SUBSIDY UNDER P MAY SCHEME ""APPROVED FROM ALL LEADING BANKS ""LUSH GREEN BIG GREEN AREA ""URBAN CONSTRUCTION DESIGN AND QUALITY ""ALMOST 65% PROJECT SOLD OUT AND MANY FAMILIES ARE GOING LIVING THERE HAPPILY •	24 HR SECURITY WITH 3 SIDES OPEN THE GATES •	LOWEST MONTHLY MAINTENANCE COST PROJECT •	LAVISH CLUB HOUSE WITH ALL AMENITIES ""MODULAR KITCHEN WITH TOP BRAND SOFT CLOSURE FITTING •	STORE LIKE D-MART,DOMINOS,BIG BAZAR,MAC D,AND MANY JUST 5 MINS WALKING DISTANCE •	24 HR POWER BACK UP •	FIRE FIGHTING SYSTEM •	24 HR WIFI AND INTERCOM FACILITY FROM FLAT SECURITY ROOMS SHOWROOMS TO FLAT •	JAQUAR FITTING ""50 FEET WIDE INTERNAL ROADS WITH LUSH GREEN AREA •	VASTU FRIENDLY SOCIETY •	COMMERCIAL COMPLEX FOR OUR DAILY NEED ITEMS WITH INTERCOM AND HOME DELIVERY FACILITY ""FULL SIZE DESIGNER WARDROBES IN EVERY BEDROOM •	SWIMMING POOL,INDOOR OUT DOOR,GAMES FULLY EQUIPPED ZYM,BANQUET HALL ,KITTY PARTY WITH KITCHEN SOUND PROOF •	GERMAN PRE POLISHED PAVED TILES”FOR DRIVE WAY AND IN PARKING AREA •	INBUILT LPG GAS PIPE LINE •	IT HUB OF TRICITY OF MORE THAN 50,000 PERSONS STAFF SO U CAN ALSO EARN A GOOD RENTAL INCOME •	WITHIN 1 KM FROM TOP CLASS SCHOOL,AND COLLEGES,HOSPITALS,AND MAIN HIGHWAY ""STILL AND BASEMENT COVERED CAR PARKING •	FOR MORE INFO CALL OUR SENIOR SALES MANAGER _ 9129 _5_5_5_5_5_5",Sector 20 Panchkula Haryana India,3 Bds - 3 Ba - 1600 ft2,2020-07-13T08:39:44+0000,"₹ 39,80,000"
"In One of the SEZ area, Atchuthapuram. Apartment Flats are available","In One of the SEZ area, Atchuthapuram. Apartment Flats are available  Location: Atchutapuram  Land mark: Kondakarla Bird Sanctuary  Price Detials:  •	Cost: Rs. 2,680/- Per Sq. feet    •	2 BHK Flat - 970 Sq. feet - Cost:  Rs.26,00,000/-  Project Highlights:  •	Deluxe Quality Construction  •	VMRDA and RERA approved Project  •	Completely VASTU Compliant  •	GST 1% only  •	Project eligible for PMRY subsidy of up  to Rs 2.67 Lakhs  Amenities:  •	Half Basketball Court  •	Indoor Games  •	Clubhouse , Gym  •	Multi – Purpose Hall, Kids Creche  Location Highlights:  •	Near Kondakarla  Bird sanctuary  •	Near Yalamanchili  •	Near Anakapalle  •	Near By Ap Residential School 3KM",Atchutapuram Visakhapatnam Andhra Pradesh India,2 Bds - 2 Ba - 970 ft2,2020-07-13T08:33:17+0000,"₹ 26,00,000"
"(PRICE RS:3500) IRON GATE OF SIZE 6'6""×2'9"" ALONG WITH OUTER FRAME",PRICE IS RS:(3500),Bemina Srinagar Jammu & Kashmir India,,2020-07-13T08:33:06+0000,"₹ 12,345"
New house for sale thirumala pottayil,NIHARA HOMES  LOCATION             THIRUMALA POTTAYIL (4 km from                                                     Thirumala)  LAND AREA            4 CENT  SQURE FEET           1600   BEDROOMS            3 (12 ×12)  BATHROOMS         3   CAR PARKING        3  FACING                       WEST  80 % loan available for eligible buyers,Thirumala Thiruvananthapuram Kerala India,3 Bds - 3 Ba - 1600 ft2,2020-07-07T12:28:42+0000,"₹ 48,00,000"
"#Luxury,₹ 7803010 In Best price of  2 BHK for Sale in Balewadi.","₹ 7803010 In Best price of  2 BHK for Sale in Balewadi. Have all modern amenities, Premium Location Call for exclusive offers",Bavdhan Pune Maharashtra India,2 Bds - 2 Ba - 1105 ft2,2020-07-13T08:37:51+0000,"₹ 78,03,010"
ready to move villa in chapraula,gated township fully devloped area,Chhapraula Ghaziabad Uttar Pradesh India,1 Bds - 1 Ba - 600 ft2,2020-07-13T08:35:33+0000,"₹ 18,00,000"
"Ready to Occupy 3 BHK for Sale SFS Tranquil in Kodimatha, Kottayam",1. India’s first Pre- Certified Gold rated Green Building  2. CRISIL DA2+ rated builder’s signature project.  3. Occupancy Certificate received  4. Zero GST  5. Best in class amenities including first and finest features.  6. First time in Kerala- Aqua Gym featured inside Infinity pool.  7. Design driven structure with 61 units and 21 unique plans  8. 6 track highway frontage (45m)  9. Top architect of India- Mr. Tony Joseph (Stapati)  10. Lower Common Area Maintenance reason being energy and water efficiency and on-site power production by solar power plant (30KVA).,Marine Drive Kochi Kerala India,3 Bds - 3 Ba - 2054 ft2,2020-07-13T08:41:07+0000,"₹ 1,20,00,000"
"Ready to Occupy 3 BHK for Sale SFS Tranquil in Kodimatha, Kottayam",1. India’s first Pre- Certified Gold rated Green Building  2. CRISIL DA2+ rated builder’s signature project.  3. Occupancy Certificate received  4. Zero GST  5. Best in class amenities including first and finest features.  6. First time in Kerala- Aqua Gym featured inside Infinity pool.  7. Design driven structure with 61 units and 21 unique plans  8. 6 track highway frontage (45m)  9. Top architect of India- Mr. Tony Joseph (Stapati)  10. Lower Common Area Maintenance reason being energy and water efficiency and on-site power production by solar power plant (30KVA).,Kaloor Kochi Kerala India,3 Bds - 3 Ba - 2054 ft2,2020-07-13T08:41:07+0000,"₹ 1,20,00,000"
Fully furnished luxury 3bhk flat 1650 sq ft,Luxury 3 bhk flat for sale  Royal avenue ( kotecha group) Me flat sale krna h  3 bhk flat  1650 square feet Fully furnished  property  royal avenue  Radha nikunj Jain temple  Many amenities available like  HIGH CLASS SECURITY SYSTEMS Laser Beam based parameter Security System Round the Clock manned security with 24 hours live surveillance and rerecording through CC TV cameras located at various places in the building Access Control System at main entrance lobby Intercom / EPBAX facility Video door phone in Each Flat Emergency alarm System in each flat SMART HOME AUTOMATION SYSTEM FOR DIGITAL LIFE STYLE Smart Home Automation System in Drawing and Dining Area Motion based lights in all Washrooms Smart LPG Gas Detector Emergency Alarm system Fully Wi- Fi Enabled Building HD Multi Dwelling Unit ( MDU) System with a single antenna in the building for the optimum TV Viewing STRUCTURE Earthquake resistant RCC framed structure Rain water harvesting system to recharge ground water level Appropriate fire fighting system and emergency exit through an extra APARTMENT FEATURES Vitrified Tiles/ Marble Flooring POP finish on wall and ceiling with cornices beadings and decorative flowers Premium Quality Distemper paint on wall and WOOD WORK 2 wardrobes in 3 bhk and 1 wardrobe in 2 bhk Flat Aluminum/ Wooden Windows having glass panels Premium Quality Designer Flush Doors Designer fittings on doors and WASHROOMS Designer Ceramic tiles in toilet up to 7 height on wall Anti -skid Ceramic Tiles on Floor in toilet Premium Quality CP fitting Premium Quality Sanitary KITCHEN Semi Modular Kitchen Black granite working counter Stainless steel sinks 2 Tiles dado above the counter Provision for geyser and RO in kitchen ELECTRICAL Fire Retardant High Quality Wires and Cables Premium quality Modular Switches and Accessories Telephone Wiring in each Room for Landline and Broadband Connection Cable wiring in each room for DTH connection Fully Wi-Fi Enabled Building WATER SUPPLY Round the clock Water Supply by own bore well With Overhead Storage Tank Under Ground Wter Tank For additional Water Storage Rain Water Harvesting System  Call us,Mansarovar Jaipur Rajasthan India,3 Bds - 3 Ba - 1650 ft2,2020-07-13T08:26:37+0000,"₹ 78,00,000"
SASHANK AADYA UNDER CONSTRUCTION PROJECT,SASHANK AADYA WITH 2 & 3 BHK FLATS WITH RERA CERTIFICATION.  APPROVED BY BDA  AMENITIES :   SWIMMING POOL GYM MULTIPURPOSE HALL CHILDREN PLAY AREA  FOR MORE DETAILS CONTACT: SASHANK CONSTRUCTIONS,Vidyaranyapura Bengaluru Karnataka India,2 Bds - 2 Ba - 1195 ft2,2020-07-13T08:26:34+0000,"₹ 43,02,000"
Joy villa and resort buy room and get rent,Joy villa and resort laung buy room and get rent,Drive IN Ahmedabad Gujarat India,1 Bds - 1 Ba - 900 ft2,2020-07-13T08:39:24+0000,"₹ 11,000"
Flat to sale near atladra  price is negocable,"Flat for sale near atladra a good property fir sale. A flat in aarya enclave is on 1 floor.all facilities like car parking,cc TV camar,24*7 water supply,children play area etc.the school, bank,hospitals are near the property. The groceries shop are also in this building.",Atladra Padra Road Vadodara Gujarat India,2 Bds - 2 Ba - 1200 ft2,2020-07-13T08:33:05+0000,"₹ 21,00,000"
"Kadodara road, 1 bhk flate",1 bhk property in foat .lift facility available,Shree Niwas Green City Society Kadodara Gujarat India,1 Bds - 1 Ba - 551 ft2,2020-07-13T08:32:56+0000,"₹ 12,00,000"
Independent Kanal Kothi Zirakpur,"523 SQ. YDS.(GAJ), INDEPENDENT KOTHI IN BADAL COLONY , ZIRAKPUR NEAR CHANDIGARH.  NORTH EAST FACING 5 BED ROOMS WITH ATTACHED DRESSING AND WASHROOMS 5 WASHROOMS 1 SERVANT ROOM WITH SEPARATE WASHROOM 1 POOJA /STUDY ROOM 2 STORE ROOMS 4 INTERNAL CAR PARKING WELL MAINTAINED LAWN AND GARDEN  CLOSE PROXIMITY TO BANKS AND MARKET",Badal Colony Zirakpur Punjab India,4+ Bds - 4+ Ba - 6200 ft2,2020-06-18T07:45:54+0000,"₹ 1,69,00,000"
2BHK flat ready to move,"2 BHK Flat , Highway facing, want to sell urgently",Kadachiwadi Chakan Maharashtra India,2 Bds - 2 Ba - 750 ft2,2020-06-22T11:03:27+0000,"₹ 20,00,000"
"#Premium,₹ 7802910 In Best price of  2 BHK for Sale in Balewadi",₹ 7802910 In Best price of  2 BHK for Sale in Pashan.,Bavdhan Pune Maharashtra India,2 Bds - 2 Ba - 1104 ft2,2020-07-13T08:37:51+0000,"₹ 78,02,910"
"# Luxury,₹ 7803110 for 2 BHK Property for Sale in Aundh","₹ 7803110 for 2 BHK Property for Sale in Balewadi,nr Aundh.& Pimple nilakh",Aundh Pune Maharashtra India,2 Bds - 2 Ba - 1106 ft2,2020-07-13T08:37:51+0000,"₹ 78,03,110"
Luz Church Road 2 BHK Apartment,"2 bhk resale flat is available in the promising locality of Mylapore, Chennai South. It is a ready to move in spacious flat and is located on the 4th floor. Every single detail of the flat is carefully designed. The apartment is priced at Rs. 78 Lakhs (Rs. 10985 per Sq. Ft. ). It is a freehold property, with a super built-up area of 710. 0 Sq. Ft. It has 2 bathroom(s)..",Mylapore Chennai Tamil Nadu India,2 Bds - 2 Ba - 710 ft2,2020-07-13T08:35:28+0000,"₹ 78,00,000"
Janta colony E-6 arera colony Bhopal,"Janta colony E-six arera colony Bhopal ., Urgent sale krna he. pls contact me.",Arera Colony Bhopal Madhya Pradesh India,1 Bds - 1 Ba - 450 ft2,2020-07-13T08:40:20+0000,"₹ 15,00,000"
fully furnished ready to move 1bhk flat 14.90,"fully furnished ready to move 1bhk flat 14.90  We have fully furnished 2 bhk flat available in Shiwalik city, kharar landra road, Mohali Fully furnished flat includes :- # Modular Kitchen # Complete Wood Work # False Ceiling # Gas cook top 4 Burner # 3 double Beds  # DTH fitting # 7 Seater Sofa # Ceiling fans # A.C Fitting. #Inverter wiring #All Branded bath fitting #Sliding cub boards # 90% loan available # 2.67 subsidy benefit Amenities :- 24x7 water supply & electricity Daily need shop For more information..",Sector 127 Mohali Punjab India,1 Bds - 1 Ba - 630 ft2,2020-07-13T08:40:14+0000,"₹ 14,90,000"
"CLEAN, COMFORTABLE AND PEACEFUL, 2BHK FLAT FOR SALE AT HOSA ROAD","SASHANK ADVAITH "" BDA  approved Ready to move 2 BHK 44.5 lacs to 48.5 lacs including all [ car parking, curb, BWSS, amenities, ] excluding registration fees. residential apartments is located in Hosa Road close to Amrita college, Layout Amrita Nagar Apartment at Choodasandra    ''SASHANK ADVAITH "" was designed as the perfect place for modern living, combining quality and value with attention to detail and contemporary design. It is close to many well-known locations, Many IT companies, Educational Institutions, Hospitals and Shopping Centers making it an attractive option for home buyers.",Hosa Road Bengaluru Karnataka India,2 Bds - 2 Ba - 1130 ft2,2020-07-13T08:26:34+0000,"₹ 46,33,000"
2BHK and 3BHK For Sale,"SASHANK ADVAITH "" BDA  approved Ready to move 2 BHK 44.5 lacs to 48.5 lacs including all [ car parking, curb, BWSS, amenities, ] excluding registration fees. residential apartments is located in Hosa Road close to Amrita college, Layout Amrita Nagar Apartment at Choodasandra    ''SASHANK ADVAITH "" was designed as the perfect place for modern living, combining quality and value with attention to detail and contemporary design. It is close to many well-known locations, Many IT companies, Educational Institutions, Hospitals and Shopping Centers making it an attractive option for home buyers.",HSR Layout Bengaluru Karnataka India,2 Bds - 2 Ba - 1115 ft2,2020-07-13T08:26:34+0000,"₹ 46,35,000"
1 BHK Ready move in Independent house in lal kuan gaziabad,Mansarovar park villa is offering residential villa in Nh 24 ghaziabad it is one of the best residential project and offering best villa in varying size and affordable price in your budget,Lal Kuan Ghaziabad Uttar Pradesh India,1 Bds - 1 Ba - 500 ft2,2020-07-13T08:39:06+0000,"₹ 17,50,000"
2 BHK Ready to move Independent house/villa in lal kuan NH-24 gaziabad,"Property vision promoters & developers presents eco friendly and pollution free township, mansarovar park society is well connected with 2 national highway namely NH 91 & NH 24",Lal Kuan Ghaziabad Uttar Pradesh India,1 Bds - 1 Ba - 560 ft2,2020-07-13T08:39:06+0000,"₹ 19,00,000"
Yum yaoba enkhol ama ahtubgi oina yonjari,"Yum, sangoi, latrine, bathroom, loinana sumang matik chana leiraba loinana gate pallaba lambiga hek tainbada loukhai ama henba engkhol asi thubgi oina thadokchari. Pambibsingna call toubiraku.",Khongjom Heirok Manipur India,4+ Bds - 1 Ba - 14500 ft2,2020-07-13T08:32:54+0000,"₹ 12,00,000"
Urgent Sale.,Negotiable. Mol-Bhav kr skte he Jaldi Bechna he Under Construction.,Vehicle Factory Area Jabalpur Madhya Pradesh India,2 Bds - 1 Ba - 1000 ft2,2020-07-13T08:34:36+0000,"₹ 15,00,000"
Independent house for sale,Independent house,Dammaiguda Hyderabad Telangana India,2 Bds - 1 Ba - 200 ft2,2020-07-13T08:37:49+0000,"₹ 90,00,000"
For selling,For sell land 100 yard and 200 yard full registry baljeet Nagar new Netaji Nagar near nijam Pur road  Price 15000 yard,Netaji Nagar Bahadurgarh Haryana India,,2020-07-13T08:37:46+0000,"₹ 15,000"
3 BHK flat in Dashrath puri,3 BHK builder flat semi furnished in Dashrath puri metro around 500 meters two side open flat fully ventilated with car-parking and lift,Dashrathpuri Delhi Delhi India,3 Bds - 2 Ba - 1250 ft2,2020-07-13T08:35:26+0000,"₹ 60,00,000"
"3 bhk gated villa for sale at Pallikaranai, Chennai  south  100","3 Bhk gated community Villa for resale at Pallikaranai , Chennai  South  100   2500 sq ft land area  , 2000 sq ft build-up are   North  facing  , Plot facing  south    2 car parking  , Garden,  tasty ground water    Expecting  price    1.65 cr neg   More details and videos   My YouTube channel   R V REALTYY .",Pallikaranai Chennai Tamil Nadu India,3 Bds - 3 Ba - 2000 ft2,2020-07-13T08:35:09+0000,"₹ 1,65,00,000"
2bhk flats READY TO MOVE FULLY FURNISHED At SEC125 JUST IN 21.90lac,"2bhk flats READY TO MOVE FULLY FURNISHED At SEC125 JUST IN 21.90lac  Special Saturday SUNDAY Offers (27-6-2020 TO 28-6-2020)  *Offer Till limited Period, Don't miss it.  * 6 Lacs Cash Benefit in Just paying 21000/-  *Cupboard in all rooms *R.O *CHIMNEY *GEYSER *DOUBLE BED *Cup boards with best material *AC FITTING.  2.67lacs subsidy under PARDHAN MANTRI AWASS YOJNA  90% Loan Facility AND10% Down Payment",Sector 125 Mohali Punjab India,2 Bds - 2 Ba - 1150 ft2,2020-07-13T08:40:14+0000,"₹ 21,90,000"
1bhk fully FURNISHED ready to move At sec-127 JUST IN 14.90Lacks,1bhk fully FURNISHED ready to move At sec-127 JUST IN 14.90Lacks  6 lacks discount benefit for Booked your dream home JUST IN 2100/- TOKEN   Special offers.  *CUP BOARDS *Cheminy *DOUBLE BED BOX *32 INCH LED TV *R.o *AC  2.67lacs subsidy under PARDHAN MANTRI AWASS YOJNA  10% DOWN Payment and 90% Loan Facility.,Sector 127 Kharar Punjab India,1 Bds - 1 Ba - 650 ft2,2020-07-13T08:40:14+0000,"₹ 14,90,000"
Vedant vihar,Ready home for leaving with good area and house p.o. P and furniture.,Vandana Park Anand Gujarat India,2 Bds - 2 Ba - 500 ft2,2020-07-13T08:26:30+0000,"₹ 13,00,000"
4 BHK Flat for sale in Baner,"It has a private movie theatre, Gym, Swimming pool, Jogging track with garden, Children play area, Senior citizen zone.",Baner Pune Maharashtra India,4 Bds - 4 Ba - 2700 ft2,2020-07-02T08:08:21+0000,"₹ 2,42,00,000"
Get your Dream home In Ahmedabad/ Gandhinagar,"*Affordable Housing Developers Projects* 1 Rk,1 Bhk, 2 Bhk Available..All Ahmedabad. Gandhinagar",Vastral Ahmedabad Gujarat India,1 Bds - 2 Ba - 695 ft2,2020-07-13T08:39:01+0000,"₹ 10,00,000"
Get Exclusive Deals in Ace City :- Hurry Up Booking Is Limited,"Book your dream home in Ace City with unbelievable offers. Free Maintenance for 3 Years, Registry Free, Stress-Free Payment Plan, Free Modular Kitchen, and Wardrobe for all rooms.   Amenities: East facing Apartment Indoor and outdoor sports facilities 24/7 advanced security system 24/7 water supply 24/7 power backup  Project Details: Project Name: Ace City Location: Sec-1 Greater Noida West Apartment Size: 1530 Sq.Ft. Price: Rs. 66 Lac  Contact Details: Truhomes Realty B-67, 2nd Floor, Sector-63, Noida",Sector 1 Greater Noida Uttar Pradesh India,3 Bds - 3 Ba - 1530 ft2,2020-07-13T08:32:43+0000,"₹ 66,00,000"
"Terrace 2 BHK, 90% LOAN, READY POSSESSION",READY POSSESSION  THIRD FLOOR WITH LIFT  WEST FACE  2 BHK ATTACHED TOILET  19.75 LAKH  2.67 LAKH PMY EXTRA MONEY  NO GST  NO ELECTRIC METER DEPOSIT  NO WATER DEPOSIT  NO I TIME MAINTENANCE DEPOSIT REQUIRED  12 KM FROM SITABURDI SQ AT WADI KHADGAON AMRAWATI ROAD  IF INTERESTED PLEASE CONTACT AMIT,Lavha Nagpur Maharashtra India,2 Bds - 2 Ba - 809 ft2,2020-07-13T08:34:24+0000,"₹ 19,75,000"
Plot and villa sale,5cnt plot and 750sqfit veed 1600000 lak rupees only,Edharthiruthy Kattur Kerala India,2 Bds - 2 Ba - 750 ft2,2020-07-13T08:34:22+0000,"₹ 16,00,000"
2bhk house good looking near kavinpuram puliyarakonam vattiyoorkavu,90% loan available  good looking house near vattiyoorkavu  near to main road  call me,Vattiyoorkavu Thiruvananthapuram Kerala India,2 Bds - 2 Ba - 800 ft2,2020-07-13T08:37:45+0000,"₹ 29,00,000"
I want n44 plot or Bangalo,I want n44plot 1500’2500ft or banglo in (honaji nagar) Jatwada rod aurangabad Contact or msg me,Harsul Aurangabad Maharashtra India,3 Bds - 2 Ba - 0000 ft2,2020-07-13T08:37:31+0000,"₹ 50,00,000"
ready to move villa,gated township in chaproula,Chhapraula Ghaziabad Uttar Pradesh India,1 Bds - 1 Ba - 600 ft2,2020-07-13T08:35:07+0000,"₹ 16,99,999"
2.5 BHK apartment for sale in Sarvam,"Sarvam is one of Prestigious apartment of S and S Foundation, very well maintained and well settled society on Pallavaram Thoraipakkam Radial Road.",Pallikaranai Chennai Tamil Nadu India,3 Bds - 2 Ba - 1554 ft2,2020-07-13T08:35:06+0000,"₹ 95,00,000"
Ready to move in 2bhk 910 carpet Venkatesh Graffiti keshavnagar,"Perception about lavishness and profusion is on its way of transition. Shree Venkatesh Buildcon is developing an enormous land of 10.5 acres hosting Quite manny tower residential Venkatesh Graffiti offers semi-luxurious this 2bhk in Keshavnagar, Mundhwa. Key point:  Premium tower Q bldg Fully devoped amenities More than 200 families staying  Nearing posession   The convenience and close proximity to the neighborhood of Magarpatta City, Koregaon Park, Kharadi, Viman Nagar and Hadapsar is easily accessible by the residents.",Keshav Nagar Pune Maharashtra India,2 Bds - 2 Ba - 1274 ft2,2020-06-28T07:49:16+0000,"₹ 73,00,000"
Luxury 3BHK Apartment In Greater Noida | Now At  66 Lac,"Ace City is situated at flawless location of Greater Noida West, the location map of the project is well connected to the other major places. It has many location advantages like transports and services.  Amenities: East facing Apartment Indoor and outdoor sports facilities 24/7 advanced security system 24/7 water supply 24/7 power backup  Project Details: Project Name: Ace City Location: Sec-1 Greater Noida West Apartment Size: 1530 Sq.Ft. Price: Rs. 66 Lac  Contact Details: Truhomes Realty B-67, 2nd Floor, Sector-63, Noida",Sector 1 Noida Uttar Pradesh India,3 Bds - 3 Ba - 1530 ft2,2020-07-13T08:26:12+0000,"₹ 66,00,000"
"Ready to Occupy 3 BHK for Sale SFS Tranquil in Kodimatha, Kottayam",1. India’s first Pre- Certified Gold rated Green Building  2. CRISIL DA2+ rated builder’s signature project.  3. Occupancy Certificate received  4. Zero GST  5. Best in class amenities including first and finest features.  6. First time in Kerala- Aqua Gym featured inside Infinity pool.  7. Design driven structure with 61 units and 21 unique plans  8. 6 track highway frontage (45m)  9. Top architect of India- Mr. Tony Joseph (Stapati)  10. Lower Common Area Maintenance reason being energy and water efficiency and on-site power production by solar power plant (30KVA).,MG Road Kochi Kerala India,3 Bds - 3 Ba - 2054 ft2,2020-06-21T05:36:43+0000,"₹ 1,20,00,000"
"Outstanding Location, Luxurious Living | Villas @ Chandranagar","* ചന്ദ്രനഗർ ജംഗ്ഷന് സമീപമുള്ള പ്രീമിയം വില്ലാസ് ആണ് VIOLET HOMES   * 100% ഗുണമേന്മയും ഗ്യാരണ്ടിയുമുള്ള കൺസ്ട്രക്ഷൻ മെറ്റീരിയൽ  * 90% വരെ ഹോം ലോൺ സൗകര്യം, മറ്റു നിരവധി സേവനങ്ങൾ  *RERA അംഗീകാരത്തിനായി പേപ്പർവർക്ക് പ്രോസസ്സ് ചെയ്യുന്നു  ലൊക്കേഷൻ സവിശേഷതകൾ:-  മാരുത റോഡ് പഞ്ചായത്ത് ഓഫീസിൽ നിന്ന് ഏകദേശം 600 മീറ്റർ   കൽമണ്ഡപത്തിൽ നിന്ന് ഏകദേശം 1.3 കിലോമീറ്റർ  ചന്ദ്രനഗർ ജംഗ്ഷനിൽ നിന്ന് ഏകദേശം 1 കിലോമീറ്റർ  ഭരത്മാത സ്കൂളിൽ നിന്ന് ഏകദേശം 1 കിലോമീറ്റർ  അമൃത സ്കൂളിലേക്ക് ഏകദേശം 2 കിലോമീറ്റർ  ട്രിനിറ്റി ആശുപത്രിയിലേക്ക് ഏകദേശം 1.5 കിലോമീറ്റർ  പാലക്കാട് കോട്ടയിലേക്ക് ഏകദേശം 2.8 കിലോമീറ്റർ",Chandranagar Palakkad Kerala India,3 Bds - 3 Ba - 1050 ft2,2020-06-23T09:31:14+0000,"₹ 34,40,000"
2BHK House for sale 25.1 lacs (all inclusive)@ Kovilpalayam,"Individual house for sale in DTCP Approved Gated community @Kovilpalayam, Near LGB Company. Fantastic location, 85% LOAN.",Saravanampatti Coimbatore Tamil Nadu India,2 Bds - 2 Ba - 800 ft2,2020-06-15T10:38:23+0000,"₹ 25,10,000"
Mahalingapuram brand new 3BHK apartment,"A beautiful 3 bhk apartment in mahalingapuram, chennai central. The property is a part of kegeyes. It is a resale property in a promising locality. This well-Designed new property is ready to move in. It is located on the 2nd floor. The property ownership is freehold type and has a super built-Up area of 2088. 0 sq. Ft. The price of the property is estimated at Rs. 2,79,00,000. The apartment is 0-1 year old. With 2 balcony(s) and 3 bathroom(s), the apartment is unfurnished. 2 covered parking.",Nungambakkam Chennai Tamil Nadu India,3 Bds - 3 Ba - 2088 ft2,2020-07-13T08:39:00+0000,"₹ 2,90,00,000"
"4 BHK House for sale near Mankavu, Calicut.","4 BHK House for Sale near Mankavu, Calicut. Code:PP  The house has a built-Up area of 1500 sq. Ft in 5 Cents land.  It is ready to move in house, having attached bathrooms.  The house has a good view of the locality.  Price Rs.90 Lakhs.  For More details, Contact:  Big Deals,  3rd Floor, Emarald Mall, Mavoor Road,  Kozhikode.  Note : Images shown are for representation purpose only. Actual Building / Plot may differ.  You can get the link to call us directly by activating the chat button below.  (Call Between 9 AM-8 PM)  We arrange Bank loans from all major banks at lowest rates.",Mankavu Kozhikode Kerala India,3 Bds - 3 Ba - 1500 ft2,2020-07-13T08:38:50+0000,"₹ 90,00,000"
