title,description,location,features,data,price
"~Good infrastructure, 2 BHK Flats For Sale in Kesnand at ₹ 36 Lacs+Gov","~Good infrastructure, 2 BHK Flats For Sale in Kesnand at ₹ 36 Lacs+Govt.Tax",Wagholi Pune Maharashtra India,2 Bds - 2 Ba - 900 ft2,2020-07-13T08:27:40+0000,"₹ 36,00,250"
3bhk flat sector 127 on road project and fully furnished flat,"We have fully furnished 2 bhk flat available in Shiwalik city, kharar landra road, Mohali Fully furnished flat includes :- # Modular Kitchen # Complete Wood Work # False Ceiling # Gas cook top 4 Burner # 3 double Beds  # DTH fitting # 7 Seater Sofa # Ceiling fans # A.C Fitting. #Inverter wiring #All Branded bath fitting #Sliding cub boards # 90% loan available #2.67 subsidy benefit Amenities :- 24x7 water supply & electricity Daily need shop  call for more information.",Sector 127 Mohali Punjab India,3 Bds - 3 Ba - 1125 ft2,2020-07-13T08:32:01+0000,"₹ 34,90,000"
₹ 7803310 for 2 BHK Property for Sale in Pashan.,₹ 7803310 for 2 BHK Property for Sale in Pashan.,Pashan Pune Maharashtra India,2 Bds - 2 Ba - 1108 ft2,2020-07-13T08:37:51+0000,"₹ 78,03,310"
₹ 7803410 for 2 BHK Property for Sale in Pashan.,₹ 7803410 for 2 BHK Property for Sale in Pashan.,Pashan Pune Maharashtra India,2 Bds - 2 Ba - 1109 ft2,2020-07-13T08:37:51+0000,"₹ 78,03,410"
6 cent 4 bhk new house in nedumbassery athani  aluva angamaly route,4 bhk new in nedumbassery airport 5 km athani 1 km chengamanad 1 km aluva metro 7 km angamaly 7 km,Nedumbassery Kochi Kerala India,4 Bds - 4 Ba - 2400 ft2,2020-07-13T08:32:23+0000,"₹ 1,00,00,000"
World class amenities at kalyan by mahindra group,"Happinest kalyan is a place where you and your family will thrive in harmony with nature. 1. Spread over 9 acres, comprising 7 towers 2. Ample greenery with a variety of recreation amenities 3. Tech enabled homes with multi-tier security 4. Designed for low maintenance 5. Special amenities to take care of your special needs 6. Landscapes/gardens with 1200+ trees  7. Picnic lawn and Jungle walk 8. Social area Event lawn with stage, Outdoor reading area, Camping deck, Pet park 9. For fitness their is jogging track, cycling track, outdoor gym 10. Sports | Two cricket nets | out door carrom | badminton court | kabaddi court | basket ball court. 11. Kids area 12. Clubhouse | multi purpose hall | indoor games area | multi utility room | gym | terrace lounge. 13. Safety and security | 24 hours security | Automated boom barriers | CCTV Monitoring | controlled acces to building. 14. Tech enabled homes | high speed broadband | landline | digital tv | intercom. 15. Retail at your doorstep | primary health center by apollo clinic | day care and pre school. 16. Pre certificed IGBC Gold project of national excellance 17. 45% water saving 18. 44% reduction in carbon emission during construction 19. 70% commom area powered by solar  20. 50% lower maintenance 21. 7 sq.ft. saved due to provision of piped gas line.",Kalyan Thane Maharashtra India,2 Bds - 2 Ba - 782 ft2,2020-07-13T08:33:58+0000,"₹ 52,00,000"
Affordable 1RK rooms at Titwala west,"Titwala station se sirf 2km ki doori par.  Available Amenities:  1. MSEDCL ka Meter 2. 500 litres paani ka tank har room mei 3. Grill aur sliding window ke saath 4. Attractive painting 5. Marble door frame aur wooden door 5. School, college aur clinics ki suvidha 6. Boring water 24 hours available 7. Magboot brick work, bedroom mei POP karke milega 8. Toilet aur kitchen mei full tiles 9. Ghar ke bahar full tiles 10. Hall aur kitchen ki walls pe 3 ft tiles 11. Site aur galli mei solar lights ki arrangments 12. 7 ft ki galli aur 8 ft ka entrace 13. special EMI Schemes bhi available 14. Limited time offer.",Titwala Thane Maharashtra India,1 Bds - 1 Ba - 240 ft2,2020-07-13T08:33:58+0000,"₹ 4,11,000"
Independent House[DTCP]-Padapai near Vasantha bavan hotel-80% Loan/Off,"Project Details & Amenities  DTCP Approved Plots Now @ Padappai   -Just 500m From Main Road -80% Loan Available T&C Apply -Facing :South, North, East & West Available -Min: 500-2400 sq ft Plot Available -Good Residential Location -Nearby Indian Petrol Bunk -Nearby Jammai Ice Cream -Nearby Alwin School, Narayana School,  Nadesan School -Nearby Peri College -Nearby Hospitals -Nearby Supermarket -Nearby New CMBT Bus Terminus  -More Layout Available @ Padapai  *GV Nagar *Sri Lakshmi Nagar *Muthu Nagar *Cyril Castle Total: 30+ Units  -Individual House  * Land: 600 sq ft * Built-up: 500 sq ft * 1 BHK & 2 BHK * Package: From 20L-24L Onwards  For More Details and Best Offers,  Please use the 'CALL' & 'CHAT' options.  Thanks JG Property Developers",Tambaram Chennai Tamil Nadu India,2 Bds - 1 Ba - 550 ft2,2020-07-13T08:35:57+0000,"₹ 21,01,414"
Book Ultra-Luxury 2/3 Apartment in Ace City Noida,"Ace City at Sector 1, Greater Noida West surrounds with lush green environs which offer peace and relax with good health to the residents. Ace City incorporates basic and advances world-class amenities and facilities to offer delightful and peaceful living with their loved ones. The project is a model of world-class electrical and wooden works that are unmatched with the other project in the nearby area.  World-Class Amenities:- Ample Car Parking Water Body/Fountains Walk Way Club/Health SPA Amphitheater Swimming Pool Kid's Pool      Project Details:  Project Name: Ace City  Location: Greater Noida West  Size: 2 BHK, 1090 sq.Ft.  Price: Rs.44 Lac   Contact for Booking Now:- Truhomes Realty, Noida",Sector 1 Greater Noida Uttar Pradesh India,2 Bds - 2 Ba - 1090 ft2,2020-07-13T08:29:18+0000,"₹ 44,00,000"
2 BHK  Fully Furnished near Airport road Mohali,"2 BHK  Fully Furnished near Airport road Mohali  Modular kitchen  Wooden cupboard  Cera fitting  Down ceiling  Bed,Sofa,Hob,Chimney,RO purifier  Green park area  24*7 water supply  24*7 security system  Gated society  90% loan available  Ready to move",Sector 115 Mohali Punjab India,2 Bds - 2 Ba - 955 ft2,2020-07-13T08:25:29+0000,"₹ 25,90,000"
Sai apartments,Sai apartments Chandra 2bhk upper ground  floor with lift guard and intercom metro connected shops near by interested party main contact rate is 32 lacs negotiable,Suraj Vihar Delhi Delhi India,2 Bds - 2 Ba - 70 ft2,2020-07-13T08:25:23+0000,"₹ 32,00,000"
Apartment for sale,"2bhk apartment  with attached bathroom  and 2 balacony in 2nd floor.  Car parking,  lift,  cc camera 24 hour security.",Karamana Thiruvananthapuram Kerala India,2 Bds - 2 Ba - 1100 ft2,2020-06-21T13:29:55+0000,"₹ 52,00,000"
"Good infrastructure, 2 BHK Flats For Sale in Kesnand at ₹ 36 Lacs+Govt","Good infrastructure, 2 BHK Flats For Sale in Kesnand at ₹ 36 Lacs+Govt.Tax",Kesnand Pune Maharashtra India,2 Bds - 2 Ba - 900 ft2,2020-07-13T08:27:40+0000,"₹ 36,00,125"
duplex @39 lakhs,club house shiping complex society part temple 30 feet road road  induvidual road..etc,Palasuni Bhubaneshwar Odisha India,3 Bds - 2 Ba - 1549 ft2,2020-07-13T08:27:31+0000,"₹ 39,00,000"
3bhk flat fully furnished ready to move.,"3BHK fully furnished flat just 33.90 : Cupboards in all room : False celing : Huge Modern kitchen with RO, Chimney,   Hob  : Luxury Furniture : Fall ceiling : Wallpaper : LED panel with lights : Branded Switches : Branded Tiles Etc.",Airport Road Mohali Punjab India,3 Bds - 3 Ba - 1200 ft2,2020-07-13T08:31:47+0000,"₹ 33,90,000"
Mukkattukara -2400 Sq ft. Good Looking 4BHK villa in 6.00 Cents.,"Website: samagraproperties com  Location:350 meters from Thrissur- Mannuti Road. Landmark: Near Mukkattukkara Church. Built up Area: 2400 Sq Ft. Land Area: 6.00 Cents.   Villa Style:  Contemporary  Flat roofed villa. Flooring:  Granite & Vitrified tiles Joineries: Teak & Hardwoods. Sanitary & CP Fittings: ISI brands make. Electrical: 3 phase wiring ISI brands Water source: Openwell For more details: Samagra Properties, 3rd Floor, Prasad Arcade, Patturaikkal - Thrissur  22. We give legal & financial documents assistance for easy availability of home loans from leading banks with minimal interest rates  (688)",Makatura Thrissur Kerala India,4 Bds - 4+ Ba - 2400 ft2,2020-07-13T08:31:45+0000,"₹ 1,05,00,000"
Luxury+Premium Location ₹ 7803210 for 2 BHK InBalewadi,₹ 7803210 for 2 BHK Property for Sale in Pashan.,Pimple Nilakh Pune Maharashtra India,2 Bds - 2 Ba - 1107 ft2,2020-07-13T08:37:51+0000,"₹ 78,03,210"
2BHK Luxury Flats,"Smartbuy homes by lodha group:  1. By India's No.1 Developer. 2. Project has great connectivity with new access from Kalyan-Shil Road. 3. Homes with world class quality finishes. 4. 3 Metro stations on the upcoming Kalyan-Taloja Metro Line. 5. Metro stations will be Manpada, Hedutane and Kolegaon. 6. Nilje station is close by to connect central, western and harbour line. 7. The Typologies available are 1,2 and 3 BHK  AC Homes. 8. World class school, Clubhouse & Open green spaces are nearby. 9. Dedicated services like 24*7 Water & Electricity, Security & Shuttle bus will also be available.  ""EOI (Expression of Interest) will save upto Rs.5.01 lacs"" ""No stamp duty"" ""Pay only Rs.27,000/- for 1BHK"" ""Pay only Rs.36,000/- for 2BHK"" ""Pay only Rs.36,000/- for 3BHk""  ""hurry only limited period offer""",Dombivli Thane Maharashtra India,2 Bds - 2 Ba - 650 ft2,2020-07-13T08:33:58+0000,"₹ 47,00,000"
A flat is on sale near nijjer road sector126kharar ground floor,A flat is on sale near nijjer road sector 126 kharar ground floor ready to move. 2bhk flat with modern kitchen and with 12x12 loan area in front . Newly bulit up if anyone interested plz msg and flat price is negotiable.,Sector 126 Kharar Punjab India,2 Bds - 2 Ba - 1720 ft2,2020-07-13T08:33:56+0000,"₹ 27,00,000"
ready to move house,gated township fully devloped area nh 91,Chhapraula Ghaziabad Uttar Pradesh India,1 Bds - 1 Ba - 700 ft2,2020-07-13T08:35:51+0000,"₹ 17,99,999"
10.5 sent underground( like)house to sale,1 km to national highway.Road facility.waterfacility.good area..4 bedroom attached bathrooms..it's  a different type house.,Kakkanchery Kozhikode Kerala India,4 Bds - 4 Ba - 1750 ft2,2020-07-13T08:29:03+0000,"₹ 90,00,000"
Selling well constructed home,"Well  constructed home with 2 bedrooms , 1fully tiled drawing room , 1 fully tiled kitchen  , lobby and car parking area. And 3 ft. Height from road.  At reasonable prices",Tehsil Campus Panipat Haryana India,2 Bds - 2 Ba - 108 ft2,2020-07-13T08:29:03+0000,"₹ 32,15,000"
full discount mohali  sector 115 jtpl flat 13.90,2 bhk flat 13.90 lac  * all facilities available  * water electricity and sewerage gated society near railway station and school main road highway  * mc approved  * 90 % loan available  PMAY yojna 2.67 lac   after rejistry return * full discount  plz contact foh proper details,Sector 115 Mohali Punjab India,2 Bds - 2 Ba - 786 ft2,2020-06-17T11:04:14+0000,"₹ 13,90,000"
Prime location near Khar station.,Prime location near Khar station.,Khar West Mumbai Maharashtra India,1 Bds - 1 Ba - 337 ft2,2020-07-06T10:52:45+0000,"₹ 1,60,00,000"
T.K road pullad Kunnuthanam sameepam 7 cent new brand house,"4 bedroom, 3 bathroom, 2 kitchen, dining room, living room, 2 sitout, balcony, carporch, compoundwall, well, gate, interlock...",Manjadi Tiruvalla Thiruvalla Kerala India,4 Bds - 3 Ba - 2200 ft2,2020-07-13T08:31:17+0000,"₹ 70,00,000"
125 yards 3 bhk home( new launch),"ROHAN REALTECH,  AMRITSAR.   HOUSE FOR SALE IN NEW D.S ESTATE,  RAMTIRATH ROAD,  AMRITSAR.   All documents are clear for loan.  Loan facility also available here.  House financing also available here.  Ideal for residence.   House SPECIFICATIONS:-  * size:- 125 yards Price:- 40 lacs only  Bedroom:- 3 with down ceiling  Bathroom:- 3 with best accessories Drawing room with texture paint  Store room   125 yards double storey with 3 bhk   For more info   Contact   ROHAN REALTECH   THANK YOU",Mahal Amritsar Punjab India,3 Bds - 3 Ba - 1400 ft2,2020-07-13T08:27:28+0000,"₹ 40,00,000"
3 BHK  semi furnished flat ready to move for immediate sale,"3 bedroom Luxury project, Flat ,premium property. Trendz Whispering Woods, Muda Approved Project,e Khatha Ready,major Banks Housing Loan P ccre- Approved Project, Excellent For Investment And Ready To Move&dwelling.   Ameneties- Large Children Play Area, Volley Ball Court, Badminton, Bicycle Lane And Skating Bays, Temple, Biggest Club House Of Mysore With 3 Floors 9000sft,swimming Pool,health Gym, Library And Reading Room,  indoor Game Area& Relax Lobby,Large Park With Walking Lanes, 24 Hours Softened Water Supply Provided By Welfare Association .   2 Elevators For Each Floors With Emergency Friendly Strechers And Wheel Chairs,  door Step Laundry Service, House Help Maids Available At Reasonable Rates.  Intercom Facility Between Apartments And Gate Security Available..  lowest Maintenance Charges Compared To Mysore Apartment Rates.  excellent Value For Money Property..    Large Balconies with 180 Degree Open To Sky And Maximum Privacy. Semi Furnished With Additional Pooja Room , Brand New Jaguar Fittings For Bathrooms,Branded hot water geyser for  both bathrooms,RO water purifier, wardrobes for all 3 bedrooms , Dressing table,Study table , Coloured Wall For all rooms. Modular Kitchen cabinets With  Chimney With Black Granite Top. Extra  Crockery Shelf ,UPS Ready Wiring, 24 Hours Generator Backup For Common Area Lighting And Elevators.Covered parking Available  at the Basement for 4-wheeler and 2-wheeler.",Bogadi Mysuru Karnataka India,3 Bds - 2 Ba - 1500 ft2,2020-07-13T08:27:28+0000,"₹ 69,00,000"
Redbrick construction 6 cent 4bhk attached open wall,"Redbrick construction  6 cent 4bhk attached 0pan wall water  Contact namar 94""96""""73""""""""""""""""29""""""79 Price negotiable",Kazhakoottam Thiruvananthapuram Kerala India,4 Bds - 4 Ba - 2150 ft2,2020-07-13T08:31:38+0000,"₹ 75,00,000"
Pala - ponkunnam road,"10 cent,  3 bedrooms attached,  Near busroad,  Oppen well,  Residential area,  Call & whatsapp me",Meenachil Palai Kerala India,3 Bds - 3 Ba - 1550 ft2,2020-07-13T08:31:37+0000,"₹ 50,00,000"
2 BHK BEAUTIFUL FLAT WITH BIKE PARKING NEAR BY METRO LOAN AVAILABLE,Ready to move in flat  Wall to wall pop  Branded fittings in bathrooms  Modular kitchen with chimney  Intercom facility  Texture paint on walls  Separate electricity connection  Separate water meter connection  24 hrs ground water service  6 hrs mcd water service   For more information contact with us  Loan facility also available by pvt or govt bank upto 90 % loan,Uttam Nagar Delhi Delhi India,2 Bds - 2 Ba - 500 ft2,2020-07-13T08:33:52+0000,"₹ 23,00,000"
Bettaty hills brow,We are selling  house,Baadishold Coonoor Tamil Nadu India,4+ Bds - 4+ Ba - 4000 ft2,2020-07-13T08:33:48+0000,"₹ 4,00,00,000"
130 gajj Double Story kothi near pakhowal road,130 gajj 4bhk Double Story kothi near in karnail singh nagar near pakhowal road. For more details call Now 964646  - 5550,Passi Nagar Ludhiana Punjab India,4 Bds - 4 Ba - 2675 ft2,2020-07-13T08:29:00+0000,"₹ 45,50,000"
indipendent house,fully devloped area,Chhapraula Ghaziabad Uttar Pradesh India,1 Bds - 1 Ba - 450 ft2,2020-07-13T08:28:57+0000,"₹ 16,99,999"
Thadiyoor sameepam 5 cent house.,"2 bedroom, 2 bathroom, kitchen, hall, sitout, carporch, well, compoundwall, gate.  Price negotiable",Manjadi Tiruvalla Thiruvalla Kerala India,2 Bds - 2 Ba - 1400 ft2,2020-07-13T08:31:17+0000,"₹ 27,00,000"
Mallapilly Padinum sameepam house for sale,Mallapilly Padinum sameepam 1 acre 29 cent land with house for sale Facilities like Rubber coconut coco teak aanjili rambootan pepper plavu jaathi,Manjadi Tiruvalla Thiruvalla Kerala India,3 Bds - 3 Ba - 1600 ft2,2020-07-13T08:31:17+0000,"₹ 75,000"
Vinayak elegant floor ultra spacious and luxurious apartments 3bhk,"Ready possession, totally branded fittings, very spacious",Sunny Enclave Kharar Punjab India,3 Bds - 3 Ba - 1800 ft2,2020-07-13T08:27:26+0000,"₹ 42,00,000"
Mahindra Aqualily,55 Acres property with lush green surrounding with 70 percentage of open space,Mahindra World City Mahindra World City Tamil Nadu India,4 Bds - 4 Ba - 4000 ft2,2020-07-13T08:31:35+0000,"₹ 2,30,00,000"
Its fully  luxury  apartment for sale rajpur Road,Garden chair set with table 4 Sofa set 7  with 2 center table Dinning with 8 chairs Fridge 1 Oven 1  LED 5 A/c 5 Mattress 5 double bed Show cases 8 Statues 7 Chimney 1  Inverter 1 1 big bar  Spacious mandir  5 bedrooms with attached washrooms and balconies  Carpet  area not cofrim  Dont call me drop your mssg i will call you,Rajpur Road Enclave Dehradun Uttaranchal India,4+ Bds - 4+ Ba - 3400 ft2,2020-07-13T08:31:27+0000,"₹ 1,85,00,000"
independent house,gated township fully devloped area,Chhapraula Ghaziabad Uttar Pradesh India,1 Bds - 1 Ba - 450 ft2,2020-07-13T08:28:52+0000,"₹ 16,99,999"
Urgent Sale Agya Nagar double Side road beautiful House for sale,Agya Nagar near Vyapar vihar road.  Beautifully Planned Location on front and side 30 feet road. Carpet Area - 2100 Sq.ft  Built up Area - 3100 Sq.ft Ground floor consist of 2 hall 3 bedroom and 2 attached let bath. 1 st floor 1 hall 6 bedrooms bathroom attached 2 nd floor 1 big hall.   Note : Price is Negotiable only genuine buyers contact.,Agyeya Nagar Bilaspur Chhattisgarh India,4+ Bds - 4+ Ba - 3100 ft2,2020-07-13T08:28:40+0000,"₹ 1,30,00,000"
ready to move house,nh91 chaprola,Lal Kuan Ghaziabad Uttar Pradesh India,1 Bds - 1 Ba - 600 ft2,2020-07-13T08:31:15+0000,"₹ 15,00,000"
Vinayak joy floor luxurious 2bhk apartments,"Location sector 125 gated community walking distance from market, closest to gopal SWEETS",Sunny Enclave Kharar Punjab India,2 Bds - 2 Ba - 1000 ft2,2020-07-13T08:27:26+0000,"₹ 26,50,000"
2 BHK Furnished Luxury Flats,"2 BHK Furnished Flat with modular kitchen, 1st floor, covered wardrobes, covered parking, separate water tank, prime location, Opp khandelwal dhaba, Siker Road",Sikar Road Jaipur Rajasthan India,2 Bds - 2 Ba - 1200 ft2,2020-07-13T08:27:03+0000,"₹ 32,00,000"
3 BHK Ultra Luxurious Apartment By Godrej,"Ready to Move Ultra Luxurious Semi Furnished Apartments By Godrej Properties. All House Hold Facilities are Available Near By Like :- Life, Car and Scooter Parking, Modiuler Kitchen, Fitted AC By Godrej, Used Italian Marble & Nagpur Teek Wood, 3 Tior Safety, Gym, Kids Play Area, CCTV Cameras, Card and Board Gaming Hall, Seeming Pool, Fountains, Hi Oxygen Plants, Kinds Park, Senior Citizen Park, Open Gym, Party Hall, Society Shops etc. All Interiors and Prime Location to Make It Unique.",Rajouri Garden Delhi Delhi India,3 Bds - 3 Ba - 1850 ft2,2020-07-13T08:31:24+0000,"₹ 1,13,00,000"
House near tachotukavu,House near tachotukavu...4 cents 3 bedroom 1000 sqfeet...,Thachottukavu Thiruvananthapuram Kerala India,3 Bds - 3 Ba - 1000 ft2,2020-07-13T08:31:23+0000,"₹ 35,00,000"
indipendent house,gated township,Chhapraula Ghaziabad Uttar Pradesh India,1 Bds - 1 Ba - 450 ft2,2020-07-13T08:28:35+0000,"₹ 16,99,999"
AFFORDABLE & BUDGETED 3BHK SEMI FURNISHED FLATS IN GREATER NOIDA WEST,"The project is developed by a very renowned builder named Lucky Palm Homes of Sector-1 behind Stellar Jeewan Society Greater Noida West... The Beautiful flat will be handover in semi furnished conditions which includes semi modular kitchen with wooden cabinets chimney and Water purifier... Fans/Fancy lights, Wardrobes for rooms, Texture paint & Wallpaper, Fall ceiling for every room and drawing room etc.. Amenities like Gym, Club, kids play area, park etc. This flat is in gated community which offers you full security, 80% bank loan available, 7 mins from Gaur chowk and Gaur City Mall, 2 min drive from Yatharth Hospital, 15 min drive from Sec-52 Metro Station, Nearby schools - Ryan, DPS, Lotus Valley Public School etc.. Nearby Play Schools- Maple Bear, Sanfort Play School, Bachpan etc...",Noida Extension Noida Uttar Pradesh India,3 Bds - 2 Ba - 1325 ft2,2020-07-13T08:28:28+0000,"₹ 28,50,000"
1 BHK FLAT Shantikunj Near Jain Mandir Ready to move,"The premium Flats in Haridwar is a convenient unit for those looking to combine spirituality with modern living.  This unit has a 737 sqft area where we constructed 1 bedroom, 1 living room,  2 bathrooms, and 1 balcony. The flooring of affordable housing in Haridwar near Shanti Kunj is made with vitrified tiles and anti-skid tiles in the bathroom. You can see the park view from the balcony of the apartment.we have one car parking free in basement Special care has been taken to ensure premium construction quality by using Ash bricks, UPVC Doors, best quality paint and Lift services to give the best finishing for these exclusive apartments. The Park facing tower with Temple do have all the features and facilities with all kinds of amenities for all comfort and luxury.  20% down payment and 80% bank finance SBI and PNB",Abhisek Nagar Haridwar Uttaranchal India,1 Bds - 2 Ba - 737 ft2,2020-07-13T08:31:06+0000,"₹ 21,00,000"
"2bad,5 sofa with table,led tv 32, fridge,moduler kitchen,.",New project.,Kathauta Lucknow Uttar Pradesh India,2 Bds - 2 Ba - 1000 ft2,2020-07-13T08:31:02+0000,"₹ 3,49,999"
Furnished 3 bhk @Ambawadi For Sale,"A west facing 3 bhk resale flat is available in the promising locality of Ambawadi, Ahmedabad West. It is a ready to move in spacious flat and is located on the 3rd floor. Every single detail of the flat is carefully designed. This property offers quality specifications such as lift(s) and water storage. It is a gated society flat. The apartment is priced at Rs. 1. 31 Cr (Rs. 54584 per sq. yards). It is a freehold property, with a super built-up area of 240 sq. yards. It has 3 bathroom(s). The flat comprises of 1 balcony(s) and has vitrified flooring. 1 covered parking. Full power back up. 24x7 water supply from Municipal corporation.",Ambavadi Ahmedabad Gujarat India,3 Bds - 3 Ba - 2160 ft2,2020-07-13T08:26:53+0000,"₹ 1,31,00,000"
2bhk flat for sale at mansarovar,"This is an east facing ready to move-in 0-1 year old semifurnished 2 BHK flat for sale in Mansarovar, Jaipur. It is a part of Nirman Govind Residency. It has 2 bathroom(s). The width of the main road facing the property is 40 feet. The apartment has a single balcony.  It is built over a total area of 1000 sq. ft. with built-up area 900 sq. ft. and carpet area 850 sq. ft. It adorns vitrified flooring.  It is on the ground floor of 3 floors. The expected price of this property that is furnished with is 28 Lakhs. (Rs. 2800 per sq. ft. )Other price additions include:    * Maintenance Charges: Rs. 500(Monthly)   * Rs. 51000 as Booking Amount   The society has many features. Some of them include:    * lift(s)   * visitor parking   * water storage   * feng shui/vaastu compliant   Additionally, it offers Partial power back-up.  It offers one open parking space and one covered parking space. The flat is located in a gated society.  The water source is from borewell/tank.  This is a Freehold property.",Mansarovar Jaipur Rajasthan India,2 Bds - 2 Ba - 1000 ft2,2020-07-13T08:26:44+0000,"₹ 28,00,000"
Luxurious  Big 1 BHK Flats  for Sale in Prime location.,Luxurious  Big 1 BHK Flats  for Sale in Prime location.,Loni Kalbhor Pune Maharashtra India,1 Bds - 1 Ba - 498 ft2,2020-06-25T04:24:05+0000,"₹ 29,69,560"
"3 BHK RESELL FLAT SALE @ 75 LAC,GOLF CLUB ROAD TOLLYGUNGE.","NEAREST 5 munites waking distance Tollygunge metro station,R C G C CLUB, BHANGHUR HOSPITAL,TOLLY CLUB LIFT LOAN AVAILABLE COVERD CAR PARKING.  2 % BROKARAGE.",Tollygunge Kolkata West Bengal India,3 Bds - 3 Ba - 1400 ft2,2020-07-13T08:28:10+0000,"₹ 75,00,000"
"#Ready to move ₹30.66 Lakh(all inclusive),2 bhk flat @somatane phata","""Savings up to 2.78 Lacs*""   QUICK OVERVIEW Location - Shirgaon Total Flats - 1150 Unit Types - 1 & 2 BHK Total Area - 22 Acres Carpet Area - 1 BHK: 423 sq.ft. | 2 BHK: 612 sq.ft. Buildings and Floors - 11 Towers / 11-12 Floors  ""PUMBAI PANCHLABH OFFERS:""  Get 5 INCREDIBLE OFFERS.  1-GOLDVOUCHER  2-RENT ASSURANCE  3-PUMBAI MONSOON DISCOUNT  4-NO PREMIUM CHARGES  5-QUICK AGREEMENT   AMAZING TOWNSHIP.  Savings up to 2.78 Lacs*  1 BHK - 22.42 lacs* (a.i.)  2 BHK - 37.44 lacs* (a.i.)  Monsoon is a time for happiness and hope. And now it’s also the best time to be a Pumbaikar. Kohinoor Abhimaan a.k.a. Pumbai at Shirgaon has already earned the loyalty and love of many families. The 2 BHK flat for sale in Pune at Abhimaan Homes are now blessed with the Pumbai Panchlabh Offer!  Kohinoor Abhimaan Homes enjoy amazing connectivity to areas like Hinjawadi, Chakan, Talegaon, Akurdi, and Aundh. And the proximity to the Prati Shirdi Temple is perfect to make every morning in our 2 BHK flat in Pune a fantastic one. Over 800 families have chosen their 1 BHK flat for sale in Pune or 2 BHK flats in Pune ready possession right here in Abhimaan Township  Amenities-:  Community Hall  Water Treatment Plant  Sewage Treatment Plant  Tennis Court  Meditation Hall  Indoor Games  gallery-2  Clubhouse  Children’s Play Area  Gymnasium  Net Cricket Pitch  Waiting Area for School Children  Solar Water Heating System  gallery-3  Swimming Pool  Back-up For Common Areas  Stylish Entrance Lobby  Security Check-post  Landscaped Garden  Shopping Complex  MAHARERA No: P52100000339 ABHIMAAN TOWNSHIP  LET’S CONNECT  SITE ADDRESS: Gat No. 8 & 12, Shirgaon, Somantane Phata, Maharashtra 412402.  CORPORATE ADDRESS: Kohinoor Development Corporation, A-101/102,ICC Trade Tower, S.B. Road, Pune 411016.",Somatne Pune Maharashtra India,2 Bds - 2 Ba - 825 ft2,2020-07-08T18:24:42+0000,"₹ 30,66,000"
3bhk house for sale near Sarjapura -bagalur road,"Ish kripa lake view residential layout is a 15 acres property located on Bangalore to bagalur road ,hosur taluk near sarjapura,off national highway . Right to the door step you will have transportation facilities,day care center, school,convent,community centre ,ashram,provision stores ,and many more . Accessibility of the layout  5minutes to Sarjapura . 20 minutes to white field. 20 minutes to  electronic city . Bagalur town 3 kms .  wipro and Infosys (sarjapura) 8 kms. Amenities  compound wall throughout the layout Club house 24hours security services park and landscape garden  Tar road and street lights. each house as individual water connection. underground sewage system .  Ish kripa property is made with a heart to leave a customer with smile fir lifetime by taking care of all small little needs for your dream",SARJAPUR BAGALUR ROAD Hosur Tamil Nadu India,3 Bds - 3 Ba - 1650 ft2,2020-07-13T08:31:00+0000,"₹ 53,00,000"
3 bhk @ Memnagar For Sale,"This 3 BHK flat in Memnagar, Ahmedabad West is available for sale. It is a west facing property and a part of Suryadeep Tower. This furnished flat is ready to move in. It is a 10+ year old. It has 2 bathrooms.  The furnishings include 3 wardrobe(s), 3 bed(s), 1 modular kitchen, 1 sofa(s), 1 dining table(s), 1 stove(s) and 1 curtain(s). The apartment has a one balcony.  The apartment is spacious with a super built up area of 175 sq. yards.  It has vitrified flooring.  Located on the 6th floor of 10 floors, the expected price of this apartment is 1. 1 Cr. (Rs. 62858 per sq. yards). This property comes with some additional costs. These include a maintenance charge of Rs. 2 (One Time), Rs. 550000 as Booking Amount and 1% of the total property price as brokerage amount.   The society has features such as lift(s) and water storage.   The Freehold property offers one covered parking.  The water source is from Municipal corporation.  It is in a gated society.",Memnagar Ahmedabad Gujarat India,3 Bds - 3 Ba - 1575 ft2,2020-07-13T08:26:41+0000,"₹ 1,10,00,000"
3bhk flat on sale at Godrej Garden City SG highway,3bhk flat on sale at Godrej Garden City,SG Highway Ahmedabad Gujarat India,3 Bds - 3 Ba - 1729 ft2,2020-06-16T10:06:39+0000,"₹ 70,00,000"
ready to move house,gated township near nh91,Lal Kuan Ghaziabad Uttar Pradesh India,1 Bds - 1 Ba - 500 ft2,2020-07-13T08:30:59+0000,"₹ 15,99,999"
"GOLF TOWER 3 BHK FURNISHED FLAT SALE @ 1.2 CRORE, TOLLYGUNGE.","Opp site SOUTH CITY MALL. NEAREST 5 munites auto distance Rabindra sarabar metro station. Waking distance GOLF green daily market, Lord's market. All aminites. PRICE NEGOSIBLE 1% BROKARAGE",Prince Anwar Shah Road Kolkata West Bengal India,3 Bds - 3 Ba - 1650 ft2,2020-07-13T08:30:38+0000,"₹ 1,20,00,000"
independent house,chaproula me aapke sapne ka ghr wobhi aapke apne budgut me,Chhapraula Ghaziabad Uttar Pradesh India,1 Bds - 1 Ba - 500 ft2,2020-07-13T08:30:31+0000,"₹ 15,50,000"
